sentimen,tweet,tweet_clean
positif,"Mertua saya, guru honorer mengabdi dr SMP ke SMA hampir 8 tahun, dengan gaji paling besar 450rb. Ikhlas, saking suka sekali dengan profesi anak bungsu nya rela di momongkan ke tetangga, semoga setlh pak @prabowo  jd presiden lbh menyantuni para guru honorer,",mertua saya guru honorer abdi dr smp ke sma hampir 8 tahun dengan gaji paling besar 450rb ikhlas saking suka sekali dengan profesi anak bungsu nya rela di momong ke tetangga moga setlh pak prabowo jd presiden lbh santun para guru honorer
positif,"Infrastruktur Bukan untuk Dimakan, Tetapi untuk Kedaulatan Pangan, Mikir! tujuan pembangunan infrastruktur seperti jalan tol,  pelabuhan atau bandara demi konektivitas masyarakat dan percepatan roda perekonomian https://twitter.com/jokowi/status/1117317174572359680?s=19Â â€¦",infrastruktur bukan untuk makan tetapi untuk daulat pangan mikir tuju bangun infrastruktur seperti jalan tol labuh atau bandara demi konektivitas masyarakat dan cepat roda ekonomi
positif,Jika @prabowo @sandiuno terpilih menjadi Presiden RI maka Gaji nya TIDAK Diambil Diserahkan untuk kepentingan rakyat  Masya Allah   #2019GantiPresiden #TPSTusukPrabowoSandi #17AprilCoblosPrabowoSandi https://twitter.com/sandiuno/status/1117085176545157121Â â€¦,jika prabowo sandiuno pilih jadi presiden ri maka gaji nya tidak ambil serah untuk penting rakyat masya allah 2019 ganti presiden tpstusuk prabowo sandi 17 april coblos prabowo sandi
negatif,Logika berpikir Andre jeblok !. Apa krn caleg DKI lantas gak tahu keadaan di lapangan ? Mikirnya cm bisa selangkah ! Keadaan perekonomian dunia yg serba sulit msh ngotot harga pupuk murah. Sama sj membunuh pabrikan. Mau disubsidi ? Mikir gak klo keuangan negara cukup atau tidak ?,logika pikir andre jeblok apa krn caleg dki lantas gak tahu ada di lapang mikirnya cm bisa langkah ada ekonomi dunia yg serba sulit msh ngotot harga pupuk murah sama sj bunuh pabrikan mau subsidi mikir gak klo uang negara cukup atau tidak
positif,#JokowiMenangTotalDebat Tentunya dengan program Jokowi yang sangat pro rakyat seperti Karto Sembako untuk ibu ibu agar bisa membeli harga dengan murah sehingga meningkatkan kesejahteraan keluarganya.,jokowi menang total debat tentu dengan program jokowi yang sangat pro rakyat seperti karto sembako untuk ibu ibu agar bisa beli harga dengan murah sehingga tingkat sejahtera keluarga
netral,"Ibarat selfy, motret diri sendiri.  Analis Politik: Soal Ekonomi, Jokowi Kritik Kebijakannya Sendiri  https://www.gelora.co/2019/04/analis-politik-soal-ekonomi-jokowi.htmlÂ â€¦",ibarat selfy motret diri sendiri analis politik soal ekonomi jokowi kritik bijak sendiri
positif,Komitmen inilah yg ditakuti si Jae.   #17AprilPilihPrabowoSandi Prabowo-Sandi Komitmen Jika Terpilih Sebagai Kepala Negara Tidak Akan Ambil Gaji    https://www.gardaindonews.com/prabowo-sandi-komitmen-jika-terpilih-sebagai-kepala-negara-tidak-akan-ambil-gaji/Â â€¦,komitmen ini yg takut si jae 17 april pilih prabowo sandi prabowo sandi komitmen jika pilih bagai kepala negara tidak akan ambil gaji
netral,#JokowiMenangTotalDebat. Jokowi fokuskan APBN & APBD difokuskan pada belanja2 produktif untuk dorong ekonomi rakyat. #01ndonesiaMaju,jokowi menang total debat jokowi fokus apbn apbd fokus pada belanja2 produktif untuk dorong ekonomi rakyat 01ndonesia maju
positif,Lebih Baik Tidak Mengambil Gaji Dari Pada Memakan Uang Rakyat Yah Bong Apalagi Jual Beli Jabatan ðŸ˜‚,lebih baik tidak ambil gaji dari pada makan uang rakyat yah bong apalagi jual beli jabat
netral,"Tidak Cuma Cek Harga, Jokowi Juga Akan Perbaiki Pasar #2019JokowiKyaiMaruf #JokowiKHMarufUnggulanKita #DerinDiPRO2FM #InterBarÃ§a  https://twitter.com/tag_nusantara/status/1059979831734022144/video/1Â â€¦",tidak cuma cek harga jokowi juga akan baik pasar 2019 jokowi kyai maruf jokowi khmaruf unggul kita din di pro2 fm inter bar a
positif,"#JokowiMenangTotalDebat Dengan pemerataan pembangunan yang dilakukan Jokowi menjadi bukti Jokowi melakukan kemajuan untuk kawasan ekonomu kusus industri, pariwisata dan barangâ€ kerajinan. Untuk memperjuangkan ekonomi Indonesia.",jokowi menang total debat dengan rata bangun yang laku jokowi jadi bukti jokowi laku maju untuk kawasan ekonomu sus industri pariwisata dan barang rajin untuk juang ekonomi indonesia
negatif,"Segmen debat tentang ekonomi syariah kemarin sangat tidak berbobot. Jokowi mau bikin Halal Park dekat GBK, Uno menyinggung Indonesia sebagai salah satu pengimpor produk halal terbesar.  HELLO??? Produk halal itu pada dasarnya ya semua produk yang tidak diharamkan.",segmen debat tentang ekonomi syariah kemarin sangat tidak bobot jokowi mau bikin halal park dekat gbk uno singgung indonesia bagai salah satu impor produk halal besar hello produk halal itu pada dasar ya semua produk yang tidak haram
netral,"@SandiUno @Prabowo @MardaniAliSera @FadliZon Pak prabowo membalikkan pertanyaan pak jokowi tadi, dengan menyinggung bahwa sektor ekonomi dan lapangan kerja harus di fokus kan. Memang dunia digital sedang hype jaman ini, namun persoalan mendasar negeri har",sandiuno prabowo mardanialisera fadlizon pak prabowo balik tanya pak jokowi tadi dengan singgung bahwa sektor ekonomi dan lapang kerja harus di fokus kan memang dunia digital sedang hype jaman ini namun soal dasar negeri har
netral,"Prabowo Sebut Garuda Sulit Untung, TKN: Pengaruh Harga Avtur  https://bisnis.tempo.co/read/1195592/prabowo-sebut-garuda-sulit-untung-tkn-pengaruh-harga-avtur?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvritÂ â€¦",prabowo sebut garuda sulit untung tkn pengaruh harga avtur
netral,#JokowiMenangTotalDebat Dengan lugas Jokowi sampaikan visi misinya dalam debat terakhir. Jokowi tegaskan akan Mengembalikan watak asli kami di indonesia tidak bertumpu pada ekonomi saja namun juga pada pemerataan pembangunan.,jokowi menang total debat dengan lugas jokowi sampai visi misi dalam debat akhir jokowi tegas akan kembali watak asli kami di indonesia tidak tumpu pada ekonomi saja namun juga pada rata bangun
netral,Prabowo-Sandi Janji tak Ambil Gaji Jika Terpilih ,prabowo sandi janji tak ambil gaji jika pilih
negatif,"Hua..ha..ha..SKAK MAT @prabowo @sandiuno ,menghalalkan segala cara untuk rebut kekuasan, udah gitu merengek rengek spy dpt kekuasan dng berdalih gak akan ambil gaji tp ambil tunjangan..#dasarkampretgila @Ayaniulva @Iwanpiliang7 @musniumar @hnurwahid @SayapGaruda08 @rizalkuddah https://twitter.com/AT_AbdillahToha/status/1117095305072132096Â â€¦",hua ha ha skak mat prabowo sandiuno halal segala cara untuk rebut kuas udah gitu rengek rengek spy dpt kuas dng dalih gak akan ambil gaji tp ambil tunjang dasarkampretgila ayaniulva iwanpiliang7 musniumar hnurwahid sayapgaruda08 rizalkuddah
netral,menuding SBY dibalik semua kesalahan ekonomi Indonesia  https://bit.ly/2Kx8krrÂ  @jokowi @95_teguh #PrabowoSalahkanSBY,tuding sby balik semua salah ekonomi indonesia jokowi 95 teguh prabowo salah sby
positif,Pertumbuhan ekonomi harus diimbangi dengan pemerataan. jokowi sekali lagi  pic.twitter.com/SGv0Izr459,tumbuh ekonomi harus imbang dengan rata jokowi sekali lagi
netral,Prabowo-Sandi Komitmen Jika Terpilih Sebagai Kepala Negara Tidak Akan Ambil Gaji  https://www.gardaindonews.com/prabowo-sandi-komitmen-jika-terpilih-sebagai-kepala-negara-tidak-akan-ambil-gaji/Â â€¦,prabowo sandi komitmen jika pilih bagai kepala negara tidak akan ambil gaji
netral,"Saat ini hanya 2 pemimpin negara yg tidak mau di gaji yaitu : Paus Fransiskus dr Vatikan dan Donald Trump USA, setelah 17 April yg ketiga Prabowo-Sandi satu2-nya di Asia..",saat ini hanya 2 pimpin negara yg tidak mau di gaji yaitu paus fransiskus dr vatikan dan donald trump usa telah 17 april yg tiga prabowo sandi satu2 nya di asia
negatif,"Emg siapa yg nyuruh makan aspal? Ada? Trus SBY gaji guru dan honorer d naikan, prabowo juga.. Pdhal peran penting adalah pertanian dan petani, buruh tani.. Guru bisa nyediain beras dan bahan makan yg lain?? Semua petani, klw petani ga sejahtera, trs ngambek gmw nanam gmna? Km ta?",emg siapa yg nyuruh makan aspal ada trus sby gaji guru dan honorer d naik prabowo juga pdhal peran penting adalah tani dan tani buruh tani guru bisa nyediain beras dan bahan makan yg lain semua tani klw tani ga sejahtera trs ngambek gmw nanam gmna km ta
positif,"70 Tahun Merdeka, harga bbm bisa sama sampai Papua yg bikin ya Jokowi melawan para mafia. Itu dulu satu, kalau ku jelaskan banyak yg dilakukan Jokowi .",70 tahun merdeka harga bbm bisa sama sampai papua yg bikin ya jokowi lawan para mafia itu dulu satu kalau ku jelas banyak yg laku jokowi
netral,"Saat membicarakan pertumbuhan ekonomi, capres nomor urut 01 Jokowi mengaitkannya dengan pemerataan. Ia pun berujar tak hanya memfokuskan infrastruktur di pulau Jawa. Simak kesesuaian pernyataannya di #CekFaktaCNN berikut ini!  https://bit.ly/2ZcoMADÂ  #CNNIndonesia pic.twitter.com/lKx8KboZYr",saat bicara tumbuh ekonomi capres nomor urut 01 jokowi kait dengan rata ia pun ujar tak hanya fokus infrastruktur di pulau jawa simak suai nyata di cek fakta cnn ikut ini cnnindonesia
negatif,"Kartu2 yg ditawarkan jokowi hanya untuk rakyat tidak mampu, bagaimana nasib karyawan yg gaji UMR diatas UMR dikit? Mereka dianggap masyarakat mampu dan tdk mendapat bantuan padahal mereka penduduk yg bekerja produktif  @sandiuno @Dahnilanzar @Fahrihamzah",kartu2 yg tawar jokowi hanya untuk rakyat tidak mampu bagaimana nasib karyawan yg gaji umr atas umr dikit mereka anggap masyarakat mampu dan tdk dapat bantu padahal mereka duduk yg kerja produktif sandiuno dahnilanzar fahrihamzah
positif,"Jokowi jelas unggul dalam bidang ekonomi, tapi kalo hukum payah kata bapak saya  https://twitter.com/savicali/status/1117285297551630336Â â€¦",jokowi jelas unggul dalam bidang ekonomi tapi kalo hukum payah kata bapak saya
negatif,TEORI MABOK PRABOWO SANDI..   pangan dibuat MURAH...   petani dibuat MAKMUR..   gmn caranya?  Kalo dibuat MURAH harga beli di petani juga MURAH...   gmn petani jadi Makmur???   MAKMUR... ALA GEROMBOLAN NGIBUL.,teori mabok prabowo sandi pangan buat murah tani buat makmur gmn cara kalo buat murah harga beli di tani juga murah gmn tani jadi makmur makmur ala gerombol ngibul
netral,"Debat Final Pilpres, Jokowi Ulas Pemerataan Ekonomi  http://aksi.id/artikel/40135/Debat-Final-Pilpres-Jokowi-Ulas-Pemerataan-Ekonomi/#.XLLVeXqU_Eo.twitterÂ â€¦",debat final pilpres jokowi ulas rata ekonomi
netral,"Debat Pilpres 2019, Jika Terpilih  Prabowo Sandi Tak Ambil Gaji  http://aksi.id/artikel/40133/Debat-Pilpres-2019-Jika-Terpilih--Prabowo-Sandi-Tak-Ambil-Gaji-/#.XLLVY_cAkio.twitterÂ â€¦",debat pilpres 2019 jika pilih prabowo sandi tak ambil gaji
positif,"Mari kita hargai dan rayakan pesta demokrasi ini dengan penuh suka cita, bagi saya jika Bapak Prabowo yang menang ya Alhamdulillah dan kalau Bapak Jokowi yang kalah tetap Alhamdulillah.",mari kita harga dan raya pesta demokrasi ini dengan penuh suka cita bagi saya jika bapak prabowo yang menang ya alhamdulillah dan kalau bapak jokowi yang kalah tetap alhamdulillah
positif,Buat saya jokowi itu sudah harga mati..pantas saja rakyak nya menyukai anda..karna orang itu bisa melihat n memilih mana yg baik n mna yg buruk.. Dsto lah anda orang nya yg mampu membawa mereka kedepan dngan negara ini. Salam 2 periode..dri saya zaenal arip88,buat saya jokowi itu sudah harga mati pantas saja rakyak nya suka anda karna orang itu bisa lihat n pilih mana yg baik n mna yg buruk dsto lah anda orang nya yg mampu bawa mereka depan dngan negara ini salam 2 periode dri saya zaenal arip88
negatif,"Harga pangan murah, catering murah, tusuk prabowo sandi haha",harga pangan murah catering murah tusuk prabowo sandi haha
negatif,"Apaaaaa????? Gaji di berikan ke rakyat ,,, matamu kwi ,,,gajinya karyawan Kiani kertas aja yg di tanjung Redeb Berau sampai sekarang gak jelas",apaaaaa gaji di ikan ke rakyat mata kwi gaji karyawan kiani kertas aja yg di tanjung redeb rau sampai sekarang gak jelas
positif,"mmng lah luar biasa pendukung 02, presiden RI kl di dlm negeri di hina"" , sdngkan orng luar negeri aja bnr"" bs menghargai presiden jokowi",mmng lah luar biasa dukung 02 presiden ri kl di dlm negeri di hina sdngkan orng luar negeri aja bnr bs harga presiden jokowi
netral,"Sebut Kebijakan Ekonomi Salah Arah, Prabowo Protes Gencarnya PembangunanÂ Infrastruktur  https://bhinnekanusantara.id/sebut-kebijakan-ekonomi-salah-arah-prabowo-protes-gencarnya-pembangunan-infrastruktur/Â â€¦ pic.twitter.com/X5pdIyxCKQ",sebut bijak ekonomi salah arah prabowo protes gencar bangun infrastruktur
netral,"#PrabowoSalahkanSBY menayalahkan bowo menyebut kondisi ekonomi Indonesia yang salah arah, karena kesalahan presiden-presiden sebelum Jokowi  https://bit.ly/2P9eEEmÂ  @jokowi @riofebriant2",prabowo salah sby menayalahkan bowo sebut kondisi ekonomi indonesia yang salah arah karena salah presiden presiden belum jokowi jokowi riofebriant2
netral,"Prabowo Mau Naikkan Tax Ratio 16%, Jokowi: Nanti Shock Ekonomi,Â Pak!  https://bhinnekanusantara.id/prabowo-mau-naikkan-tax-ratio-16-jokowi-nanti-shock-ekonomi-pak/Â â€¦ pic.twitter.com/E3Y4TPI1n9",prabowo mau naik tax ratio 16 jokowi nanti shock ekonomi pak
positif,"Pak @prabowo dan Bang @sandiuno niat gak ambil gaji kalo terpilih .. yg nyinyir langsung pada nararongol. ""Gaji mah kecil, tunjangannya gede!"" ""Sedekah kok dipamerin!"" ""Kampanye bawa2 agama!"" ""Amal gak diterima kalo pamer!"" Duh Gusti, gini amat hatred nya yak ðŸ¤¦â€â™€ï¸ðŸ¤¦â€â™€ï¸ #YourTurnBro",pak prabowo dan bang sandiuno niat gak ambil gaji kalo pilih yg nyinyir langsung pada nararongol gaji mah kecil tunjang gede sedekah kok dipamerin kampanye bawa2 agama amal gak terima kalo pamer duh gusti gin amat hatred nya yak your turn bro
positif,"Sebuah closing statement yg mantap, Prabowo Subianto-Sandiaga Uno akan menyumbangkan seluruh gajinya utk kemaslahatan rakyat dan kaum dhuafa. Masyaa Allah.., mereka berhati mulia, menjadi Presiden dan Wakil Presiden bukan utk mencari dunia. Ya Allah.., Ridhoilah mereka berdua  pic.twitter.com/L1SPk4sWu2",buah closing statement yg mantap prabowo subianto sandiaga uno akan sumbang seluruh gaji utk maslahat rakyat dan kaum dhuafa masyaa allah mereka hati mulia jadi presiden dan wakil presiden bukan utk cari dunia ya allah ridhoilah mereka dua
netral,"Jika terpilih, Prabowo Sandi tak akan ambil gaji. Insya Allah Prabowo Sandi akan tepati janji.  https://twitter.com/detikcom/status/1117096276737306625Â â€¦",jika pilih prabowo sandi tak akan ambil gaji insya allah prabowo sandi akan tepat janji
negatif,iya ga ambil gaji kan yg menang pak @jokowi ðŸ™ðŸ™,iya ga ambil gaji kan yg menang pak jokowi
positif,Setelah di lantik Prabowo-Sandi sudah jadi Macan Asia sebab saat ini tidak ada pemimpin Asia yg tidak di gaji..#YourTurnBro,telah di lantik prabowo sandi sudah jadi macan asia sebab saat ini tidak ada pimpin asia yg tidak di gaji your turn bro
positif,"Klo Jokowi pasti butuh gaji utk nafkahi kluarga. Karena Jokowi haram utak atik APBN, Gratif, dlsb. Beda dgn BOSAN ktnya ga mau gaji (yg sdikit itu), lantas ngeruk darimana ?...wah KPK hrs kerja keras dong. Klo gitu #JokowiLagi aja deh https://twitter.com/RealForJKW/status/1117104782362079232Â â€¦",klo jokowi pasti butuh gaji utk nafkah kluarga karena jokowi haram utak atik apbn gratif dlsb beda dgn bosan ktnya ga mau gaji yg sdikit itu lantas ngeruk darimana wah kpk hrs kerja keras dong klo gitu jokowi lagi aja deh
negatif,Terimakasih pak @jokowi 4.5thn ini bapak sudah mampu membuat perekonomian Indonesia MEROKET sampai langit ke7. Malah sekrg roketnya gk balik,terimakasih pak jokowi 4 5thn ini bapak sudah mampu buat ekonomi indonesia roket sampai langit ke7 malah sekrg roket gk balik
netral,"Pak @jokowi menwarkan Program Membina Ekonomi Keluarga Sejahtera (Mekaar) binaan Permodalan Nasional Madani (PNM) diluncurkan untuk menaikkan kesejahteraan warga, terutama ibu-ibu rumah tangga ke tingkat yang lebih atas lagi.   https://setkab.go.id/presiden-jokowi-program-mekaar-untuk-naikkan-kesejahteraan-ibu-ibu/Â â€¦ #JokowiMenangTotalDebat",pak jokowi menwarkan program bina ekonomi keluarga sejahtera mekaar bina modal nasional madani pnm luncur untuk naik sejahtera warga utama ibu ibu rumah tangga ke tingkat yang lebih atas lagi jokowi menang total debat
netral,"Indonesia pada 2045 akan jadi negara dengan ekonomi terkuat keempat besar di dunia. Sebab itu kita harus menyiapkan langkah dan menghadapi rintangan yang ada di depan kita, kata Jokowi di Gelora Bung Karno (GBK), Jakarta, Sabtu (13/4/2019).",indonesia pada 2045 akan jadi negara dengan ekonomi kuat empat besar di dunia sebab itu kita harus siap langkah dan hadap rintang yang ada di depan kita kata jokowi di gelora bung karno gbk jakarta sabtu 13 4 2019
negatif,"pertumbuhan ekonomi di masa pak @jokowi masih di angka 5% masih belum bisa menyaingi pak sby, dari pihak prabowo ternyata benar , kita masih banyak impor daripada ekspor :/ #bimbangmemilih https://ekonomi.kompas.com/jeo/jejak-pertumbuhan-ekonomi-indonesia-dari-masa-ke-masaÂ â€¦",tumbuh ekonomi di masa pak jokowi masih di angka 5 masih belum bisa saing pak sby dari pihak prabowo nyata benar kita masih banyak impor daripada ekspor bimbangmemilih
netral,"Bukan Jokowi, Prabowo Sebut Ekonomi Salah Arah Karena Presiden-Presiden Sebelumnya  https://bhinnekanusantara.id/bukan-jokowi-prabowo-sebut-ekonomi-salah-arah-karena-presiden-presiden-sebelumnya/Â â€¦ pic.twitter.com/RJvIfP1O9p",bukan jokowi prabowo sebut ekonomi salah arah karena presiden presiden belum
netral,"Terkait Penyataan Prabowo, AHY Minta Tetap Hargai Pemimpin   Sebelumnya  https://otonominews.co.id/read/7611/Terkait-Penyataan-Prabowo-AHY-Minta-Tetap-Hargai-Pemimpin-SebelumnyaÂ â€¦  https://twitter.com/share?text=Terkait%20Penyataan%20Prabowo,%20AHY%20Minta%20Tetap%20Hargai%20Pemimpin%20%20%20Sebelumnya%20 https://otonominews.co.id/read/7611/Terkait-Penyataan-Prabowo-AHY-Minta-Tetap-Hargai-Pemimpin-Sebelumnya%20&hashtags=CalonPresidenNomorUrut02,PrabowoSubianto,AHY,AgusHarimurtiYudhoyono,PernyataanSikap,DebatKelima,DeindustrialidsasiÂ â€¦ #CalonPresidenNomorUrut02 #PrabowoSubianto #AHY #AgusHarimurtiYudhoyono #PernyataanSikap #DebatKelima #Deindustrialidsasi",kait nyata prabowo ahy minta tetap harga pimpin belum calon presiden nomor urut02 prabowo subianto ahy agus harimurti yudhoyono nyata sikap debat lima deindustrialidsasi
netral,@KHMarufAmin_ menyampaikan bahwa ia bersama pak @jokowi akan terus mengembangkan ekonomi di desa-desa dengan menciptakan program Dewi-dewi (Desa Wisata) & Dedi-dedi (Desa Digital).  #JokowiMenangTotalDebat,khmarufamin sampai bahwa ia sama pak jokowi akan terus kembang ekonomi di desa desa dengan cipta program dewi dewi desa wisata dedi dedi desa digital jokowi menang total debat
positif,"Kl bicara jujur... @prabowo wajib katakan lbh detail..kl arah ekonomi/pembangunan  NKRI sdh salah dr rezim Soeharto...""pelihara""pengusaha China dgn ""membunuh""pengusaha Pribumi(H ning,markam/karkam,Darpo,Rahman/tamin.dll)krn percaya""bisikan""csis..?  https://twitter.com/ferrykoto/status/1117092682084442113Â â€¦",kl bicara jujur prabowo wajib katak lbh detail kl arah ekonomi bangun nkri sdh salah dr rezim soeharto pelihara usaha china dgn bunuh usaha pribumi h ning markam karkam darpo rahman tamin dll krn percaya bisik csis
positif,"Selama lebih dari empat tahun kepemimpinan Jokowi, rakyat telah merasakan banyak manfaat, khususnya dalam pembangunan infrastruktur. Pembangunan jalan, pelabuhan, bandara, dan bendungan, mampu membuka daerah terisolasi, sekaligus menggerakan perekonomian nasional",lama lebih dari empat tahun pimpin jokowi rakyat telah rasa banyak manfaat khusus dalam bangun infrastruktur bangun jalan labuh bandara dan bendung mampu buka daerah isolasi sekaligus gera ekonomi nasional
negatif,"Dengan Adanya KARTU SEMBAKO MURAH. Secara tidak langsung Rezim @jokowi membenarkan bahwa harga-harga bahan pokok saat ini mahal. Berarti FIX @jokowi GAGAL. MASIH MAU 2 PERIODE,.?  . #TusukPrabowoSandi pic.twitter.com/Ltpwfoe7Gy",dengan ada kartu sembako murah cara tidak langsung rezim jokowi benar bahwa harga harga bahan pokok saat ini mahal arti fix jokowi gagal masih mau 2 periode tusuk prabowo sandi
negatif,"Ini masa tenang kok masih sebar Hoax mas?, akhir SBY itu pertumbuhan ekonomi kita masih 5.02 persen, sebelum dibikin anjlok jd 4 persenan  di 2015 oleh Jokowi!!  pic.twitter.com/Dfq71jE3kC",ini masa tenang kok masih sebar hoax mas akhir sby itu tumbuh ekonomi kita masih 5 02 persen belum bikin anjlok jd 4 persen di 2015 oleh jokowi
negatif,"UDAH EKONOMI TIDAK TUMBUH, PEMERATAAN SEMAKIN JAUH, EEEEE KETIMPANGAN SEMAKIN TINGGI... PIYE IKI BOSS?  BACOT DOANG",udah ekonomi tidak tumbuh rata makin jauh eeeee timpang makin tinggi piye iki boss bacot doang
positif,"Saya kira apa yang disampaikan pak @jokowi bahwa merubah dan mengembangkan bukan hal yang mudah, harus ada tahapan-tahapan yang besar untuk mengubah ekonomi negri ini menjadi yang lebih baik lagi.  #JokowiMenangTotalDebat",saya kira apa yang sampai pak jokowi bahwa rubah dan kembang bukan hal yang mudah harus ada tahap tahap yang besar untuk ubah ekonomi negri ini jadi yang lebih baik lagi jokowi menang total debat
netral,Komitmen Prabowo-Sandi Tak Akan Ambil Gaji Serupiah Pun Jika Terpilih  https://youtu.be/cFFWKuDHQzMÂ  lewat @YouTube,komitmen prabowo sandi tak akan ambil gaji rupiah pun jika pilih lewat youtube
negatif,Yernyata hanya segini otak PRESIDEN RI..ðŸ˜ƒðŸ˜ƒðŸ˜ƒ Pantesan kagak dihargai. Bahasnya Mobil Legend. Dasar goblock. Lo @Dennysiregar7,yernyata hanya gin otak presiden ri pantesan kagak harga bahas mobil legend dasar goblock lo dennysiregar7
positif,Anak muda sekarang banyak yang sudah berkecimpung dalam dunia digital maka @jokowi terus akan memperbaiki sistem ekonomi digital agar lebih baik lagi. #JokowiMenangTotalDebat,anak muda sekarang banyak yang sudah kecimpung dalam dunia digital maka jokowi terus akan baik sistem ekonomi digital agar lebih baik lagi jokowi menang total debat
negatif,"Satu lagi ka , prabowo selalu bilang rakyat Indonesia miskin!!! Tapi ko bisa ngasih sumbangan Dan udh tau rakyatnya miskin kenapa Masih diterima smbngannya LOL ðŸ˜‚ðŸ˜‚ðŸ˜‚ pendukunya bilang ekonomi susah tapi bisa nyumbang gede ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ ngga sinkron",satu lagi ka prabowo selalu bilang rakyat indonesia miskin tapi ko bisa ngasih sumbang dan udh tau rakyat miskin kenapa masih terima smbngannya lol duku bilang ekonomi susah tapi bisa nyumbang gede ngga sinkron
positif,"Mantan mertuanya ga bisa membela diri mbak. Tabiat itu susah. Sampai kapanpun prabowo ya akan seperti itu. Di atas kepentingan kekuasaan, maka legacy seorang presiden hanyalah persepsi. Dan prabowo tidak akan pernah menghargai hal itu.",mantan mertua ga bisa bela diri mbak tabiat itu susah sampai kapan prabowo ya akan seperti itu di atas penting kuasa maka legacy orang presiden hanya persepsi dan prabowo tidak akan pernah harga hal itu
negatif,"Balada kisah antara mobile legend dan kemakmuran rakyat.  Prabowo : digital2 itu bagus, tapi rakyat kita butuh swasembada pangan. Pangan dalam harga terjangkau.  Mengembangkan MOBILE LEGEND ðŸ¤£ðŸ¤£ gokill..  #MobileLegends #YourTurnBro #UASdifitnahKejiDanBrutal #TusukPrabowoSandi pic.twitter.com/qWxEnHH4FH",balada kisah antara mobile legend dan makmur rakyat prabowo digital2 itu bagus tapi rakyat kita butuh swasembada pangan pangan dalam harga jangkau kembang mobile legend gokill mobile legends your turn bro uasdifitnah keji dan brutal tusuk prabowo sandi
positif,Bpk. Presiden. Sangat menghargai perbedaan2. Saya salut ðŸ˜šðŸ˜š #karena_pebedaan_itu_indahðŸ˜˜ðŸ˜šðŸ˜šðŸ˜š,bpk presiden sangat harga perbedaan2 saya salut karena beda itu indah
netral,"@Jokowi Paslon @jokowi - dan @prabowo - @sandiuno beradu gagasan untuk menjamin partisipasi peremuan dalam kegiatan ekonomi. Masing-masing mengangkat ide soal Dewi-Dedi dan 7 Langkah Pas, apa itu? #DebatKelimaPilpres2019 #DebatPilpres2019 #Pilpres2019",jokowi paslon jokowi dan prabowo sandiuno adu gagas untuk jamin partisipasi peremuan dalam giat ekonomi masing masing angkat ide soal dewi dedi dan 7 langkah pas apa itu debat lima pilpres2019 debat pilpres2019 pilpres2019
positif,Penghargaan tulus seorang suami  terhadap istri tercinta. Inilah salah satu alasan utama sy memilih Pak Jokowi pada pilpres 2014 dan akan memilihnya lagi pada 17  April  2019 besok.,harga tulus orang suami hadap istri cinta ini salah satu alas utama sy pilih pak jokowi pada pilpres 2014 dan akan pilih lagi pada 17 april 2019 besok
negatif,"Kalau ngomongin e-sports seharusnya Pak @jokowi sadar kalau harga build PC mahalnya minta ampun. Turunin dollar dulu coba, biar anak2 indo gampang dapat pc bagus.",kalau ngomongin e sports harus pak jokowi sadar kalau harga build pc mahal minta ampun turunin dollar dulu coba biar anak2 indo gampang dapat pc bagus
netral,Tim prabowo sandi tlg turunkan harga listrik gas lpg bbm air pdam pajak motor pupuk bibit unggul bangun dan perbaiki jalan jalan di daerah daerah rusak di seluruh Indonesia,tim prabowo sandi tlg turun harga listrik gas lpg bbm air pdam pajak motor pupuk bibit unggul bangun dan baik jalan jalan di daerah daerah rusak di seluruh indonesia
negatif,Trus kalo ga mau digaji indonesia ini bisa sjahtera gtu? Lucu ya? lucu?,trus kalo ga mau gaji indonesia ini bisa sjahtera gtu lucu ya lucu
negatif,Pendukung jokowi pasrah terhadap ekonomi rendah karna menguntungkan buat pndukung fanatisme jokowi bukan menguntungkan buat rakyat,dukung jokowi pasrah hadap ekonomi rendah karna untung buat pndukung fanatisme jokowi bukan untung buat rakyat
negatif,"Tapi, janji kampanye jokowi yang menurut gua fatal adalah: Kartu Sembako Murah. Kenapa? Banyak kok pernyataan pak jokowi bilang dulu-dulu bahwa harga sembako kita murah, buktinya impor terus, dan klaim tingkat konsumsi masyarakat gak terganggu. Like f? Terus buat apa bikin kartu?",tapi janji kampanye jokowi yang turut gua fatal adalah kartu sembako murah kenapa banyak kok nyata pak jokowi bilang dulu dulu bahwa harga sembako kita murah bukti impor terus dan klaim tingkat konsumsi masyarakat gak ganggu like f terus buat apa bikin kartu
negatif,"Saya kecwa sbgai milenial,  pak Prabowo lemah bicara digital, e-sport, pasar ekonomi IT,  dia berfikir nya selalu konservatif! Padahal dunia IT di depan kita looo pak",saya kecwa sbgai milenial pak prabowo lemah bicara digital e sport pasar ekonomi it dia berfikir nya selalu konservatif padahal dunia it di depan kita looo pak
