sentimen,tweet,tweet_clean
positif,Janji manis para pilpres  â¤ï¸  PKS menang : bebas pajak kendaraan  Prabowo sandi menang : Gaji kerja untuk rakyat miskin  Jokowi menang : Pengangguran Digaji..  Bagaimana kalau mereka di menangkan semua ðŸ˜‚,janji manis pilpres pks menang bebas pajak kendara prabowo sandi menang gaji kerja rakyat miskin jokowi menang anggur gaji menang
positif,"Industri sekecil apapun bisa jadi penopang ekonomi,tidak terbengkalai tp industri kita masih blum bisa bersaing karna infrastruktur kita yg tertinggal jauh..makanya adaa prioritas dlm pembangunan tdk akan bisa sekaligus,semua bertahap n hasilnya akan baik..",industri apa topang ekonomi bengkalai tp industri blum saing karna infrastruktur yg tinggal adaa prioritas dlm bangun tdk tahap n hasil
negatif,"Sayang sekali pak jokowi tidak membahas ekonomi digital, dan kegunaan multifungi dari e-ktp.",sayang jokowi bahas ekonomi digital guna multifungi e ktp
negatif,"Adegan iconik di debat ke 5 Prabowo : Ekonomi kita terpuruk karena ada 1% elite menguasai dan menikmati kekayaan bangsa ini Kyai MA : Apa Bapak termasuk 1% itu? Prabowo : Ya saya yg 1% itu, Oalah..selama ini prabowo lagi ngomongin dirinya sendiri toh, hehehe..",adegan iconik debat 5 prabowo ekonomi puruk 1 elite kuasa nikmat kaya bangsa kyai ma 1 prabowo ya yg 1 oalah prabowo ngomongin hehehe
negatif,Kata prabowo harga dari petani naik tapi harga ke konsumen murah?  Pertanyaan saya untuk menutupi kerugian negara didapat uang darimana?  Masak iya prinsip perdagangan beli mahal jual murah ðŸ˜… sama aja HOAKS wkwk gaada yang namanya pedagang beli mahal jual murah hehe,prabowo harga tani harga konsumen murah tutup rugi negara uang darimana masak iya prinsip dagang beli mahal jual murah aja hoaks wkwk gaada nama dagang beli mahal jual murah hehe
positif,"Soal bermanfaat utk negara apa ndak...urusan nanti yg penting kalian dpt kerja bagus, gaji gede dan pasti happy. Duit banyak hati happy pasti pikiran kebuka utk invest tuh duit jadi usaha padat karya (buka lap kerja) atau sekalian sedekah ke kaum marjinal.  Selamat berjuang",manfaat utk negara ndak urus yg dpt kerja bagus gaji gede happy duit hati happy pikir buka utk invest tuh duit usaha padat karya buka lap kerja sedekah kaum marjinal selamat juang
positif,"Bukti keikhlasan mengabdi demi Rakyat, Bangsa n Negara. Rela ""mewakafkan"" JIWA, RAGA, HARTA, PIKIRAN tanpa pamrih! Jgnkan yg lain2...rela tdk menerima GAJI sbg Presiden n Wapres. masyaaAllah...inilah PEMIMPIN yg ditunggu2 slm ini! InsyaaAllah berkah...Aamiin @prabowo @sandiuno",bukti ikhlas abdi rakyat bangsa n negara rela wakaf jiwa raga harta pikir pamrih jgnkan yg lain2 rela tdk terima gaji sbg presiden n wapres masyaaallah pimpin yg ditunggu2 slm insyaaallah berkah aamiin prabowo sandiuno
negatif,"kalo kata pak WOWO : Jokowi gak salah kok, yang salah tu SBY soalnya bikin arah ekonomi jd ikut salah #PrabowoSalahkanSBY",kalo wowo jokowi gak salah salah tu sby bikin arah ekonomi jd salah prabowo salah sby
negatif,Jokowi pinter ngeles... Sudah gagal bangun perekonomian pake alasan ekonomi makro.... Bro sekarang masalah nya pertumbuhan perekonomian terendah stuck di 5%... Kok pake alasan ekonomi makro... Emang jaman presiden sebelum nya bukan ekonomi makro.. #jokowipinterngeles,jokowi pinter ngeles gagal bangun ekonomi pake alas ekonomi makro bro nya tumbuh ekonomi rendah stuck 5 pake alas ekonomi makro emang jaman presiden nya ekonomi makro jokowipinterngeles
netral,"Jika Menang, Prabowo-Sandi Tak Akan Ambil Gaji Mereka  https://smartcitymakassar.com/2019/04/14/jika-menang-prabowo-sandi-tak-akan-ambil-gaji-mereka/Â â€¦",menang prabowo sandi ambil gaji
negatif,Strategi cebong gampang meneriaki orang lain hoax.. Bilang orang lain pesimis... Ketika prabowo sandi optimis.. Dia ngeles ekonomi makro lah. Apa lah... Zaman pak sby berarti bukan ekonomi makro ya?? Listrik murah kok... Harga2 sembako murah kok.. Pembangunan juga banyak..,strategi cebong gampang teriak orang hoax bilang orang pesimis prabowo sandi optimis ngeles ekonomi makro zaman sby ekonomi makro ya listrik murah harga2 sembako murah bangun
negatif,Pak Prabowo aja bilang kehancuran ekonomi gara2 pemimpin terdahulu. Ya hitung aja proporsional masing2 pemimpin terdahulu berkuasa berapa lama? 80% ya orde baru. Sekarang lu minta order baru lagi yg mimpin? Sehat kaw bambanggg?,prabowo aja bilang hancur ekonomi gara2 pimpin ya hitung aja proporsional masing2 pimpin kuasa 80 ya orde lu order yg mimpin sehat kaw bambanggg
negatif,"udah miskin mental,miskin harta,miskin harga diri,miskin ilmu. mati ajalah kampret tuh wkwk",udah miskin mental miskin harta miskin harga miskin ilmu mati aja kampret tuh wkwk
negatif,Namanya aja wowo  salah bowo malah mengatakan pembangunan ekonomi Indonesia salah arah tak terlepas dari andil presiden-presiden sebelum Jokowi  https://bit.ly/2GkwvoWÂ  @jokowi @tasyashee #PrabowoSalahkanSBY Jangan di dengerlah si wowo itu,nama aja wowo salah bowo bangun ekonomi indonesia salah arah lepas andil presiden presiden jokowi jokowi tasyashee prabowo salah sby dengerlah si wowo
positif,"Apa yg sudah dutarakan pak sandi sudah drasakan masyarakat, tp pak jkw ngeles , itu kebijakan beliau awal memerintah, ekonomi mikro makro sudah diutarakan oleh pak sandi, pak jkw nya saja yg tidak bisa nangkep",yg dutarakan sandi drasakan masyarakat tp jkw ngeles bijak beliau perintah ekonomi mikro makro utara sandi jkw nya yg nangkep
netral,"Sebelumnya, capres nomor urut 02 Prabowo Subianto menyebut kesalahan ekonomi di Indonesia saat ini terjadi bukan semata karena kesalahan calon presiden petahana Jokowi, tetapi juga salah dari Presiden-presiden terdahulu",capres nomor urut 02 prabowo subianto sebut salah ekonomi indonesia salah calon presiden tahana jokowi salah presiden presiden
netral,"Perlu kita ingat, bahwa dasar negara kita ideologi kita Pancasaila, NKRI, Bhineka Tunggal Ika, UUD 1945, sudah final. Harga mati dan tidak bisa diganggu gugat. Jokowi",dasar negara ideologi pancasaila nkri bhineka tunggal ika uud 1945 final harga mati ganggu gugat jokowi
negatif,"Anak2 disuruh main, calon pekerja dikasih kartu, pengangguran dikasih gaji. TKA dikasih kerja. Mantull!",anak2 suruh main calon kerja kasih kartu anggur kasih gaji tka kasih kerja mantull
negatif,"Namanya aja wowo  salahkan Secara tidak langsung, Bowo menuding pemerintahan era SBY selama 10 tahun turut berdosa atas kondisi perekonomian  https://bit.ly/2GkwvoWÂ  @jokowi @fearlessdiva83 #PrabowoSalahkanSBY Jangan di dengerlah si wowo itu",nama aja wowo salah langsung bowo tuding perintah era sby 10 dosa kondisi ekonomi jokowi fearlessdiva83 prabowo salah sby dengerlah si wowo
positif,"Tentu saja ada pengaruhnya gblk, game itu peluang bisnis, bisa juga menciptakan lapangan kerja. Di jepang, game itu jadi salah satu penggerak ekonominya. Negara bisa ambil pajak yg lumayan itu",pengaruh gblk game peluang bisnis cipta lapang kerja jepang game salah gerak ekonomi negara ambil pajak yg lumayan
netral,"Jokowi Serang Sandiaga: Ini Ekonomi Makro, Gak Bisa Berdasarkan Keluhan Ibu Ini Ibu Itu...  https://tmblr.co/Zwfxbc2hXWZFcÂ ",jokowi serang sandiaga ekonomi makro gak dasar keluh
negatif,Tolol berlapis nih si MiraProjo....ekonomi bangsa kok lari ke game...hancur generasi klok model kayak gini..pantas indonesia ekonominya berkutet di 5 %...,tolol lapis nih si miraprojo ekonomi bangsa lari game hancur generasi klok model kayak gin indonesia ekonomi berkutet 5
positif,"Jujur aja ya Pak Prabowo,. Bapak baru koar2 skrg Krn nyapres gak ngambil Gaji 1 rupiah pun. Gw dah kerja 10 Tahun lebih loh, dan gak pernah gw ambil gaji 1 Rupiah. Pak Jokowi tetap terbaik. #JokowiMenangTotalDebat #01ndonesiaMaju",jujur aja ya prabowo koar2 skrg krn nyapres gak ngambil gaji 1 rupiah gw dah kerja 10 loh gak gw ambil gaji 1 rupiah jokowi baik jokowi menang total debat 01ndonesia maju
negatif,Bahas ekonomi sekelas 02 dan wakilnya .Gak faham antara ekonomi mikro . Yg ditemui sandi memang sdh jelas pandangan politik nya .Jadi sdh jelas pandangan nya . Padahal kalo bicara uang 100 ribu dapet aja udah nipu . TDL untuk rakyat miskin 450 watt tdk pernah naik . Sandi bohong,bahas ekonomi kelas 02 wakil gak faham ekonomi mikro yg temu sandi sdh pandang politik nya sdh pandang nya kalo bicara uang 100 ribu dapet aja udah nipu tdl rakyat miskin 450 watt tdk sandi bohong
positif,"Ayo k TPS dan Tusuk Prabowo Sandi 02. makin kinclong d hati rakyat ..trus CAPRES N CAWAPRESX TDK AMBIL GAJINYAAAA LHO. D serahkn k  fakir miskin,, kaum duafa dll... Ingat d TPS tusuk02 yaaaaa...Debat pamugkas tadi d mengkan Paslon 02 Prabowo Sandi.  pic.twitter.com/k6eWGigKuL",ayo k tps tusuk prabowo sandi 02 kinclong d hati rakyat trus capres n cawapresx tdk ambil gajinyaaaa lho d serahkn k fakir miskin kaum duafa dll d tps tusuk02 yaaaaa debat pamugkas d mengkan paslon 02 prabowo sandi
negatif,"Rossi, percuma kamu cepat kalau negara kamu masih miskin, harga pangan mahal, listrik mahal, nyari kerja susah, dan keamanan kita hancur, ujar Presiden Italia Prabowo Musolini  https://twitter.com/MotoGP/status/1117152503752269830Â â€¦",rossi cepat negara miskin harga pangan mahal listrik mahal nyari kerja susah aman hancur presiden italia prabowo musolini
netral,"Menangi Pilpres 2019, Prabowo-Sandi Tak Akan Ambil Gaji #TusukPrabowoSandi http://pantausatu.blogspot.com/2019/04/menangi-pilpres-2019-prabowo-sandi-tak.htmlÂ â€¦",menang pilpres 2019 prabowo sandi ambil gaji tusuk prabowo sandi
netral,Janji utk byr pajak menunjukan warga negara yg baik & taat hukum? http://www.suaraislam.co/astaga-pt-kn-milik-prabowo-subianto-tunggak-pajak-rp-26-miliar/Â â€¦,janji utk byr pajak tunjuk warga negara yg taat hukum
netral,"Berkat Jokowi, rakyat di pedalaman akhirnya punya akses ekonomi yg mudah #JokowiMenangTotalDebat",berkat jokowi rakyat dalam akses ekonomi yg mudah jokowi menang total debat
positif,THE GREAT CLOSING STATEMENT FROM THE NEXT INDONESIAN LEADERS @Prabowo - @Sandiuno  Kami Berkomitmen Berdua Untuk Tidak Mengambil Gaji Se-Rupiah Pun Jika Kami Mendapatkan Amanah Ini Kami Akan...  https://www.facebook.com/LaluMuhammadBanuFebrianto/videos/2633920356642432/Â â€¦,the great closing statement from the next indonesian leaders prabowo sandiuno komitmen dua ambil gaji rupiah amanah
negatif,"Kartu jokowi, bukti jokowi gagal. Gagal menstabilkan harga cenderung mahal sehingga ada kartu sembako murah, gagal menyediakan lapangan kerja sehingga sehingga keluar kartu prakerja, gagal menyediakan pendidikan terjangkau sehingga muncul kartu pintar. 17april #TusukPrabowoSandi https://twitter.com/republikaonline/status/1117160536095903744Â â€¦",kartu jokowi bukti jokowi gagal gagal stabil harga cenderung mahal kartu sembako murah gagal sedia lapang kerja kartu prakerja gagal sedia didik jangkau muncul kartu pintar 17april tusuk prabowo sandi
netral,Prabowo-Sandi Ingin Pangkas Pajak Pekerja agar Tax Ratio Naik  #YourTurnBro  â¦@prabowoâ© â¦@sandiunoâ© https://www.cnnindonesia.com/ekonomi/20190413211609-532-386103/prabowo-sandi-ingin-pangkas-pajak-pekerja-agar-tax-ratio-naikÂ â€¦,prabowo sandi pangkas pajak kerja tax ratio your turn bro prabowo sandiuno
positif,1 rupiah pun gaji tidak akan diambil dan akan diberikan kepada negara dan rakyat miskin n dhuafa #prabowo_sandi Jangan ragu lagi,1 rupiah gaji ambil negara rakyat miskin n dhuafa prabowo sandi ragu
positif,@Jokowi Yakin dan optimis Jokowi bisa menjawab persoalan rakyat terkait ekonomi dan kesejahteraan #JokowiMenangTotalDebat #JokowiMenangTotalDebat,jokowi optimis jokowi rakyat kait ekonomi sejahtera jokowi menang total debat jokowi menang total debat
netral,"Prabowo Sebut Kebijakan Ekonomi Salah Presiden Terdahulu, AHY: Kita Harus Objektif #indonesia #merahputih #Sunday #minggu https://merahputih.com/post/read/prabowo-sebut-kebijakan-ekonomi-salah-presiden-terdahulu-ahy-kita-harus-objektifÂ â€¦",prabowo bijak ekonomi salah presiden ahy objektif indonesia merahputih sunday minggu
netral,"Jika Terpilih, Prabowo-Sandi Tak Akan Ambil Gaji  http://share.babe.news/s/mUcMddNÂ ",pilih prabowo sandi ambil gaji
netral,"Jika Terpilih, Prabowo-Sandi Sumbangkan Gaji Buat Fakir Miskin -  http://rmolbanten.comÂ  http://www.rmolbanten.com/read/2019/04/14/7517/Jika-Terpilih,-Prabowo-Sandi-Sumbangkan-Gaji-Buat-Fakir-Miskin-#.XLLCafMzq-8.twitterÂ â€¦",pilih prabowo sandi sumbang gaji fakir miskin
negatif,Uang dari pajak rakyat dihambur2kan ! 500 artis dibayar pake uang rakyat ! Sudah berbuat curang di Malaysia ! Rezim takut kalah !,uang pajak rakyat dihambur2kan 500 artis bayar pake uang rakyat buat curang malaysia rezim takut kalah
negatif,"Seharusnya bahas EKONOMI, Lap pekerjaan.. Mosok sekelas preaident amatiran gtu, atau jngan jangan ðŸ¤”ðŸ¤”ðŸ¤” emang gag ngerti gag kelas lah ðŸ˜‚ðŸ˜‚",bahas ekonomi lap kerja mosok kelas preaident amatir gtu jngan emang gag ngerti gag kelas
negatif,Narasi nya ngaco. Referensi hanya dari Atta halilintar dan jess no limit. Sama seperti himbauan kumpulin kalajengking karena harga perliter mencapai milyaran. Itu pikiran anak sekolah. Kalo anak anak kita diarahkan untuk menjadi atta atau jess lalu siapa yg tanam padi?,narasi nya ngaco referensi atta halilintar jess no limit himbauan kumpulin kalajengking harga liter capai milyaran pikir anak sekolah kalo anak anak arah atta jess yg tanam padi
netral,"Prabowo Mau Naikkan Tax Ratio Jadi 16%, Jokowi: Ekonomi Bisa Shock #pilpres2019 #jokowimaruf #prabowosandi #pajak https://www.inews.id/finance/makro/prabowo-mau-naikkan-tax-ratio-jadi-16-jokowi-ekonomi-bisa-shock/515577/?utm_source=Twitter&utm_medium=Social&utm_campaign=socialmediaÂ â€¦",prabowo naik tax ratio 16 jokowi ekonomi shock pilpres2019 jokowimaruf prabowosandi pajak
negatif,"Perbodohan macam apa lagi ini. . .  kebelet bat pen jadi presiden ge, santay ae kali pa  Janji Tak Ambil Gaji Jika Menang Pilpres, Prabowo: Bukti Kita Tulus  http://detik.id/6ceGXIÂ ",bodoh kebelet bat pen presiden ge santay ae kali pa janji ambil gaji menang pilpres prabowo bukti tulus
netral,"Prabowo-Sandi Komitmen Tak Ambil Gaji Jika Terpilih, Sandiaga: Allah SWT Sudah Baik  #YourTurnBro  â¦@prabowoâ© â¦@sandiunoâ© https://www.wartaekonomi.co.id/read223640/prabowo-sandi-komitmen-tak-ambil-gaji-jika-terpilih-sandiaga-allah-swt-sudah-baik.htmlÂ â€¦",prabowo sandi komitmen ambil gaji pilih sandiaga allah swt your turn bro prabowo sandiuno
netral,"Prabowo-Sandi Komitmen Tak akan Ambil Gaji Serupiah Pun jika Terpilih, Mau Dikemanakan Gaji Mereka? -  http://Tribunnews.comÂ  Mobile  #YourTurnBro  â¦@prabowoâ© â¦@sandiunoâ© http://www.tribunnews.com/pilpres-2019/2019/04/14/prabowo-sandi-komitmen-tak-akan-ambil-gaji-serupiah-pun-jika-terpilih-mau-dikemanakan-gaji-merekaÂ â€¦",prabowo sandi komitmen ambil gaji rupiah pilih manakan gaji mobile your turn bro prabowo sandiuno
positif,Itu bedanya pemimpin dan bukan pemimpin. Pemimpin memecahkan masalah secara makro untuk seluruh rakyat. Pemimpin KW memecahkan masalah berdasarkan keluhan perorangan. Hasilnya seperti TGUPP  DKI yang digaji untuk menyenangkan mereka bukan memecahkan masalah DKI: banjir dan macet.,beda pimpin pimpin pimpin pecah makro rakyat pimpin kw pecah dasar keluh orang hasil tgupp dki gaji senang pecah dki banjir macet
negatif,"Pak @jokowi, saya ayah dari 2 orang anak dan 1 orang isteri... Numpang curhat, Pak... Kok harga tiket belum turun-turun ini, Pak... Bagaimana ya? Saya saat ini berdomisili di Makassar namun keluarga saya ada di Jakarta... Mohon bantuan, Pak... Apalagi sebentar lagi hari Raya...",jokowi ayah 2 orang anak 1 orang isteri numpang curhat harga tiket turun turun ya domisili makassar keluarga jakarta mohon bantu sebentar raya
netral,"Menang Pilpres 2019, Prabowo-Sandi Janji Tak Ambil Gaji - Bisnis  http://Tempo.coÂ  #YourTurnBro  â¦@prabowoâ© â¦@sandiunoâ© https://bisnis.tempo.co/read/1195559/menang-pilpres-2019-prabowo-sandi-janji-tak-ambil-gajiÂ â€¦",menang pilpres 2019 prabowo sandi janji ambil gaji bisnis your turn bro prabowo sandiuno
netral,ketika pa prabowo dan bang sandi berkampanye banyak masyarakat antusias memberikan sumbangan berupa uang dan lain-lain.makanya jasa baik para masyarakat tersebut dibalas ole pa prabowo dan bang sandi dengan tidak menerima gaji dan disumbangkan kepada masayarakat.,pa prabowo bang sandi kampanye masyarakat antusias sumbang uang jasa masyarakat balas ole pa prabowo bang sandi terima gaji sumbang masayarakat
netral,"Seperti Trump, Prabowo-Sandi Janji tak Ambil Gaji  #YourTurnBro  â¦@prabowoâ© â¦@sandiunoâ© https://www.cnbcindonesia.com/news/20190414082213-4-66604/seperti-trump-prabowo-sandi-janji-tak-ambil-gajiÂ â€¦",trump prabowo sandi janji ambil gaji your turn bro prabowo sandiuno
negatif,Yg tilil capres lu zer wong presiden ngomongnya game2 khayalan pantes petumbuhan ekonomi jadi menghayal terus.ðŸ™ˆðŸ™ˆ,yg tilil capres lu zer presiden ngomongnya game2 khayal pantes tumbuh ekonomi menghayal
netral,"Gara-gara Jokowi, Neraca Perdagangan Indonesia Terus Defisit - Warta Ekonomi  https://www.wartaekonomi.co.id/read223671/gara-gara-jokowi-neraca-perdagangan-indonesia-terus-defisit.htmlÂ â€¦",gara gara jokowi neraca dagang indonesia defisit warta ekonomi
negatif,"@BhimaYudhistira: Tak Cuma Syok Ekonomi, Tax Ratio Kilat ala @prabowo Keliru  #JokowiMenangTotalDebat https://m.cnnindonesia.com/ekonomi/20190414074014-532-386187/tak-cuma-syok-ekonomi-tax-ratio-kilat-ala-prabowo-keliru?utm_source=twitter&utm_medium=oa&ut",bhimayudhistira syok ekonomi tax ratio kilat ala prabowo keliru jokowi menang total debat
positif,"setuju bats. mereka yang bilng itu pertanyaan memalukan, gak ngerti2 apa soal ekonomi digital apalagi melalui game interaktif kek dota, ini namanya ngambil peluang ekonomi. Pak jkw ambil peluang itu lewat kemajuan game saat ini. Bego semua yg bilang itu gak faedah",tuju bats bilng malu gak ngerti2 ekonomi digital game interaktif kek dota nama ngambil peluang ekonomi jkw ambil peluang maju game bego yg bilang gak faedah
positif,"Baca sejarah mas bagaimana berdarah darahnya perekonomian China pada saat pembangunan infrastruktur, dimulai tahun berapa dan kemudahan asing berinvestasi dikawasan industrinya, lihat bgmn mrk sekarang. Di sini yang ngaco malah diluar pemerintahannya hadeeeuh",baca sejarah mas darah darah ekonomi china bangun infrastruktur mudah asing investasi kawasan industri lihat bgmn mrk ngaco luar perintah hadeeeuh
positif,"Setuju Kang Pemerintah sudah kasih bermacam2 cara dan kemudahan, kalau kitanya gag usaha dan kreatif ya percuma. Aku usaha beras organik lokal, harganya lebih mahal dari beras biasa, kok ya lancar2 aja tuh. pic.twitter.com/ePBIc0rORh",tuju kang perintah kasih bermacam2 mudah kita gag usaha kreatif ya usaha beras organik lokal harga mahal beras ya lancar2 aja tuh
positif,Prabowo sandi Masalah ekonomi kerakyatan #2019PrabowoSandiMenang #2019PrabowoSubiantoPresidenRI,prabowo sandi ekonomi rakyat 2019 prabowo sandi menang 2019 prabowo subianto presiden ri
positif,@Jokowi #JokowiMenangTotalDebat. Pembangunan ekonomi juga dilakukan oleh pemerintah di sektor maritim. Saat ini para nelayan didukung penuh oleh bank mikro dan menjadi tuan rumah di negaranya sendiri. 17 April Coblos Jokowi-KMA #JokowiMenangTotalDebat,jokowi jokowi menang total debat bangun ekonomi perintah sektor maritim nelayan dukung penuh bank mikro tuan rumah negara 17 april coblos jokowi kma jokowi menang total debat
negatif,"Tak ambil gaji tpi ambil uang fee proyek,  kkn dan korupsi.  Sok ga mau uang tpi karyawan blm gajan , perusahaan merugi.  Yakin tak ambil gaji  ???",ambil gaji tpi ambil uang fee proyek kkn korupsi sok ga uang tpi karyawan blm gajan usaha rugi ambil gaji
netral,arah ekonomi indonesia salah presiden sebelum2nya jokowi #PrabowoSalahkanSBY pic.twitter.com/OjfzRFbk4m,arah ekonomi indonesia salah presiden sebelum2nya jokowi prabowo salah sby
positif,"Kesalahan presiden sebelumnya adalah merusak arah ekonomi indonesia, kehebatan adalah jokowi memperbaikinya #PrabowoSalahkanSBY pic.twitter.com/L7eULNwiay",salah presiden rusak arah ekonomi indonesia hebat jokowi baik prabowo salah sby
negatif,"partainya nya aja yg gak bisa menangkap tanda-tanda dari langit,,  udh digituin berkali kali masih juga ngejogrog disitu,, demi segilintir orang yg membenci Jokowi,, mau juga direndahkan harga dirinya,,,",partai nya aja yg gak tangkap tanda tanda langit udh digituin kali kali ngejogrog situ segilintir orang yg benci jokowi rendah harga
positif,Gaji bukan tujuan Utama Capres Ini  Tapi duit2 koruptor itu Lho,gaji tuju utama capres duit2 koruptor lho
netral,Dwi Tunggal Pemerintahan @prabowo strategi pertahanan dan keamanan @Sandiuno ekonomi dan kesejahteraan,dwi tunggal perintah prabowo strategi tahan aman sandiuno ekonomi sejahtera
negatif,"Hahahah goblok ni Adi lihat Subtansi Arah Ekonomi Salah 4,5 tahun ga memperbaiki malah tambah nyungsep salah arah... Dan itu salah kita semua",hahahah goblok ni adi lihat subtansi arah ekonomi salah 4 5 ga baik nyungsep salah arah salah
negatif,"Uang dari mana bos...hutang tidak, listrik subsidi, bahan bakar subsidi, pangan subsidi, gaji ASN naik, ...apa mau menaikan pajak??? Atau musti nunggu prabowo presiden untuk mendapat jawabannya??? Dapat gelar profesor dimana??",uang bos hutang listrik subsidi bahan bakar subsidi pangan subsidi gaji asn naik pajak musti nunggu prabowo presiden jawab gelar profesor mana
negatif,"Gak ambil gaji yg cuma beberapa juta, tapi kebijakannya akan alirkan keuntungan Trilyunan rupiah ke perusahaann pribadi nya... Seperti di DKI  JANJI BASI @prabowo @sandiuno",gak ambil gaji yg juta bijak alir untung trilyunan rupiah perusahaann pribadi nya dki janji basi prabowo sandiuno
negatif,Si jae ngajarain ekonomi ke Prabowo Sandi yg sudah kenyang ilmu itu berpuluh tahun.   Dan 02 mesem2.  *moment paling satire  @FaisalBasri SMI dkk apa ga mengigil liat itu?,si jae ngajarain ekonomi prabowo sandi yg kenyang ilmu puluh 02 mesem2 moment satire faisalbasri smi dkk ga mengigil liat
netral,Daftar Presiden Sebelum Jokowi dan Uraian Singkat Kinerja Ekonomi  https://nasional.tempo.co/read/1195589/daftar-presiden-sebelum-jokowi-dan-uraian-singkat-kinerja-ekonomi?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvritÂ â€¦,daftar presiden jokowi urai singkat kerja ekonomi
positif,"Gua dukung @jokowi, enak banget soalnya, nganggur di gajih terus di suruh main mobile legend ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£",gua dukung jokowi enak banget nganggur gajih suruh main mobile legend
negatif,"Hahaha coba lihat jokowi gagap, kok ga digembar gemborkan, bicara makro ekonomi harus selaras dg mikro ekonomi kalau tahu betul fokus masalah. Sdhlah ngaku pengalaman nmn tata kelola negara bikin utang bengkak, 2x lipat pemerintahan sebelumnya. Kalau normatif semua orang bisa.",hahaha coba lihat jokowi gagap ga digembar gembor bicara makro ekonomi selaras dg mikro ekonomi fokus sdhlah ngaku alam nmn tata kelola negara bikin utang bengkak 2x lipat perintah normatif orang
netral,Luar Biasa Benar - benar MantaPS presiden RI periode 2019 - 2024 Prabowo-Sandi Tak Akan Ambil Gaji Sepeser Pun Jika Terpilih  https://kumparan.com/@kumparannews/prabowo-sandi-tak-akan-ambil-gaji-sepeser-pun-jika-terpilih-1qsh5p8XjqeÂ â€¦,mantaps presiden ri periode 2019 2024 prabowo sandi ambil gaji peser pilih
positif,"Anak saya kuliah mahal2 buat bikin game dan animasi. Itu profesi yg menjanjikan dan bisa menjadi penopang masa depan. Jangan lembek gitu ah, anak dikuliahin ujung2nya nuntut jadi PNS biar gajian tiap bulan.",anak kuliah mahal2 bikin game animasi profesi yg janji topang lembek gitu ah anak dikuliahin ujung2nya nuntut pns biar gaji
positif,"Pada masa pemerintahan Jokowi, laju kenaikan harga relatif terjaga untuk meningkatkan kesejahteraan rakyat.#IndonesiaOptimis #BersatuIndonesia #IndonesiaMaju #JokowiAmin #JokowiSekaliLagi",perintah jokowi laju naik harga relatif jaga tingkat sejahtera rakyat indonesia optimis satu indonesia indonesia maju jokowi amin jokowi
positif,"Pernyataan prabowo-sandi tidak mengambil gaji itu sudah pasti, contoh kecilnya saja pak sandi menjabat di dki tidak mengambil gaji sepersen pun. Bukan sebalik nya jual beli jabatan yg jarak nya 1 cm yg kemudian ketangkap karna niatnya salah dari awal.",nyata prabowo sandi ambil gaji contoh kecil sandi jabat dki ambil gaji persen balik nya jual beli jabat yg jarak nya 1 cm yg tangkap karna niat salah
negatif,Pantesnya kubu sono jadi rt atau max rw aja 200jt penduduk indonesia ditanya pasti jawabnya beda beda mending kita bicara ekonomi makro aja pak pemerataan untuk kebersamaan...amin lanjut 2 periode pak dhe,pantesnya kubu sono rt max rw aja 200jt duduk indonesia beda beda mending bicara ekonomi makro aja rata sama amin 2 periode dhe
netral,Pak prabowo berkilah bahwa yang dia maksud bukanlah Jokowi. Yang membuat perekonomian Indonesia salah arah justru pemimpin sebelumnya. Siapa? SBY dong jelasnya #PrabowoSalahkanSBY,prabowo kilah maksud jokowi ekonomi indonesia salah arah pimpin sby prabowo salah sby
positif,"FYI: Digital ekonomi yang di paparkan oleh cawapres 02 juga sudah di lakukan di era pemerintahan @jokowi , jadi solusi apa yang baru yg di tawarkan oleh paslon 02? Saya kira sudah hampir di jalani semuanya apa yang 02 paparkan pada debat final mala ini. #PrabowoSalahkanSBY",fyi digital ekonomi papar cawapres 02 laku era perintah jokowi solusi yg tawar paslon 02 jalan 02 papar debat final mala prabowo salah sby
negatif,"Cara menjebak kapabilitas @jokowi kepala dilepas kaki diikat,trlihat jelas bhw kebijakan ekonomi makro yg salah fokus pd cari utang baru& bayar angsuran lama. Shg ekonomi ril mati. Agar parlente munculah mobile legend&e'support  @BappenasRI @BPKPgoid @iai",jebak kapabilitas jokowi kepala lepas kaki ikat trlihat bhw bijak ekonomi makro yg salah fokus pd cari utang bayar angsur shg ekonomi ril mati parlente munculah mobile legend e support bappenasri bpkpgoid iai
positif,Jangan salah pilih ya Ayo datang ke TPS tgl 17 April 2019 Prabowo Sandi Presidennya Pks partainya ðŸ‘†02 president âœ‹ðŸ‘Œ08 Partai PKS Kenapa harus Pks ? Pks akan : 1. Melindungi ulama 2. Sim seumur hidup 3. Pajak motor dihapus 4. Pajak PPh 21 untuk penghasilan dibawah 8 jt di hapus.,salah pilih ya ayo tps tgl 17 april 2019 prabowo sandi presiden pks partai 02 president 08 partai pks pks pks 1 lindung ulama 2 sim umur hidup 3 pajak motor hapus 4 pajak pph 21 hasil bawah 8 jt hapus
positif,Gaji Prabowo-Sandi tidak akan diambil sepeserpun..membuktikan kalau beliau mmg berjuang utk kepentingan rakyat bangsa dan negara.,gaji prabowo sandi ambil peser bukti beliau mmg juang utk penting rakyat bangsa negara
